Date,Hour,Tap Mun,Causeway Bay
2024-01-01,1,5.0,5.0
2024-01-01,2,5.0,5.0
2024-01-01,3,5.0,5.0
2024-01-01,4,5.0,5.0
2024-01-01,5,5.0,5.0
2024-01-01,6,5.0,5.0
2024-01-01,7,5.0,5.0
2024-01-01,8,5.0,5.0
2024-01-01,9,5.0,5.0
2024-01-01,10,5.0,5.0
2024-01-01,11,5.0,5.0
2024-01-01,12,5.0,5.0
2024-01-01,13,6.0,6.0
2024-01-01,14,6.0,6.0
2024-01-01,15,6.0,6.0
2024-01-01,16,7.0,6.0
2024-01-01,17,7.0,6.0
2024-01-01,18,7.0,7.0
2024-01-01,19,7.0,7.0
2024-01-01,20,7.0,7.0
2024-01-01,21,6.0,6.0
2024-01-01,22,6.0,6.0
2024-01-01,23,6.0,6.0
2024-01-01,24,5.0,5.0
2024-01-02,1,5.0,5.0
2024-01-02,2,5.0,5.0
2024-01-02,3,5.0,5.0
2024-01-02,4,5.0,5.0
2024-01-02,5,5.0,5.0
2024-01-02,6,5.0,5.0
2024-01-02,7,5.0,5.0
2024-01-02,8,5.0,5.0
2024-01-02,9,5.0,5.0
2024-01-02,10,5.0,5.0
2024-01-02,11,5.0,5.0
2024-01-02,12,5.0,5.0
2024-01-02,13,5.0,5.0
2024-01-02,14,5.0,5.0
2024-01-02,15,5.0,5.0
2024-01-02,16,6.0,6.0
2024-01-02,17,6.0,6.0
2024-01-02,18,6.0,6.0
2024-01-02,19,6.0,5.0
2024-01-02,20,5.0,5.0
2024-01-02,21,5.0,5.0
2024-01-02,22,4.0,5.0
2024-01-02,23,3.0,5.0
2024-01-02,24,3.0,5.0
2024-01-03,1,3.0,5.0
2024-01-03,2,3.0,5.0
2024-01-03,3,3.0,5.0
2024-01-03,4,3.0,4.0
2024-01-03,5,3.0,4.0
2024-01-03,6,3.0,4.0
2024-01-03,7,3.0,4.0
2024-01-03,8,3.0,4.0
2024-01-03,9,3.0,4.0
2024-01-03,10,3.0,4.0
2024-01-03,11,3.0,4.0
2024-01-03,12,3.0,4.0
2024-01-03,13,4.0,4.0
2024-01-03,14,4.0,4.0
2024-01-03,15,5.0,5.0
2024-01-03,16,5.0,5.0
2024-01-03,17,4.0,5.0
2024-01-03,18,4.0,5.0
2024-01-03,19,4.0,5.0
2024-01-03,20,4.0,4.0
2024-01-03,21,3.0,4.0
2024-01-03,22,3.0,4.0
2024-01-03,23,3.0,4.0
2024-01-03,24,3.0,4.0
2024-01-04,1,3.0,3.0
2024-01-04,2,3.0,3.0
2024-01-04,3,3.0,3.0
2024-01-04,4,3.0,3.0
2024-01-04,5,3.0,3.0
2024-01-04,6,3.0,3.0
2024-01-04,7,3.0,3.0
2024-01-04,8,3.0,3.0
2024-01-04,9,3.0,3.0
2024-01-04,10,3.0,4.0
2024-01-04,11,3.0,4.0
2024-01-04,12,4.0,4.0
2024-01-04,13,4.0,5.0
2024-01-04,14,5.0,5.0
2024-01-04,15,5.0,5.0
2024-01-04,16,5.0,5.0
2024-01-04,17,5.0,5.0
2024-01-04,18,5.0,5.0
2024-01-04,19,5.0,5.0
2024-01-04,20,5.0,5.0
2024-01-04,21,4.0,5.0
2024-01-04,22,4.0,5.0
2024-01-04,23,4.0,5.0
2024-01-04,24,3.0,5.0
2024-01-05,1,3.0,5.0
2024-01-05,2,3.0,5.0
2024-01-05,3,4.0,5.0
2024-01-05,4,4.0,5.0
2024-01-05,5,4.0,5.0
2024-01-05,6,4.0,5.0
2024-01-05,7,4.0,5.0
2024-01-05,8,4.0,4.0
2024-01-05,9,4.0,5.0
2024-01-05,10,4.0,5.0
2024-01-05,11,5.0,5.0
2024-01-05,12,5.0,5.0
2024-01-05,13,5.0,5.0
2024-01-05,14,6.0,6.0
2024-01-05,15,6.0,6.0
2024-01-05,16,6.0,6.0
2024-01-05,17,6.0,6.0
2024-01-05,18,6.0,5.0
2024-01-05,19,5.0,5.0
2024-01-05,20,5.0,5.0
2024-01-05,21,4.0,5.0
2024-01-05,22,4.0,5.0
2024-01-05,23,3.0,5.0
2024-01-05,24,3.0,4.0
2024-01-06,1,3.0,4.0
2024-01-06,2,2.0,4.0
2024-01-06,3,2.0,3.0
2024-01-06,4,2.0,3.0
2024-01-06,5,2.0,3.0
2024-01-06,6,2.0,3.0
2024-01-06,7,2.0,3.0
2024-01-06,8,2.0,3.0
2024-01-06,9,2.0,4.0
2024-01-06,10,3.0,4.0
2024-01-06,11,4.0,5.0
2024-01-06,12,5.0,6.0
2024-01-06,13,6.0,6.0
2024-01-06,14,7.0,6.0
2024-01-06,15,7.0,6.0
2024-01-06,16,7.0,6.0
2024-01-06,17,6.0,7.0
2024-01-06,18,6.0,7.0
2024-01-06,19,6.0,7.0
2024-01-06,20,6.0,7.0
2024-01-06,21,5.0,7.0
2024-01-06,22,5.0,6.0
2024-01-06,23,4.0,6.0
2024-01-06,24,3.0,6.0
2024-01-07,1,3.0,6.0
2024-01-07,2,3.0,6.0
2024-01-07,3,3.0,6.0
2024-01-07,4,3.0,6.0
2024-01-07,5,3.0,6.0
2024-01-07,6,4.0,6.0
2024-01-07,7,4.0,6.0
2024-01-07,8,4.0,5.0
2024-01-07,9,4.0,5.0
2024-01-07,10,4.0,5.0
2024-01-07,11,5.0,5.0
2024-01-07,12,6.0,5.0
2024-01-07,13,6.0,5.0
2024-01-07,14,6.0,5.0
2024-01-07,15,6.0,6.0
2024-01-07,16,6.0,6.0
2024-01-07,17,6.0,6.0
2024-01-07,18,6.0,6.0
2024-01-07,19,6.0,6.0
2024-01-07,20,6.0,6.0
2024-01-07,21,6.0,6.0
2024-01-07,22,6.0,6.0
2024-01-07,23,6.0,5.0
2024-01-07,24,5.0,5.0
2024-01-08,1,5.0,5.0
2024-01-08,2,5.0,5.0
2024-01-08,3,6.0,5.0
2024-01-08,4,6.0,5.0
2024-01-08,5,6.0,6.0
2024-01-08,6,6.0,6.0
2024-01-08,7,6.0,6.0
2024-01-08,8,6.0,6.0
2024-01-08,9,6.0,6.0
2024-01-08,10,6.0,6.0
2024-01-08,11,6.0,6.0
2024-01-08,12,6.0,6.0
2024-01-08,13,6.0,6.0
2024-01-08,14,6.0,6.0
2024-01-08,15,6.0,6.0
2024-01-08,16,6.0,6.0
2024-01-08,17,6.0,6.0
2024-01-08,18,6.0,6.0
2024-01-08,19,6.0,6.0
2024-01-08,20,6.0,6.0
2024-01-08,21,6.0,6.0
2024-01-08,22,5.0,6.0
2024-01-08,23,5.0,5.0
2024-01-08,24,4.0,5.0
2024-01-09,1,4.0,5.0
2024-01-09,2,4.0,5.0
2024-01-09,3,4.0,5.0
2024-01-09,4,4.0,5.0
2024-01-09,5,4.0,5.0
2024-01-09,6,4.0,5.0
2024-01-09,7,3.0,5.0
2024-01-09,8,3.0,5.0
2024-01-09,9,3.0,5.0
2024-01-09,10,4.0,5.0
2024-01-09,11,4.0,5.0
2024-01-09,12,5.0,5.0
2024-01-09,13,6.0,5.0
2024-01-09,14,6.0,5.0
2024-01-09,15,6.0,6.0
2024-01-09,16,7.0,6.0
2024-01-09,17,6.0,6.0
2024-01-09,18,6.0,7.0
2024-01-09,19,5.0,7.0
2024-01-09,20,5.0,6.0
2024-01-09,21,4.0,6.0
2024-01-09,22,3.0,6.0
2024-01-09,23,3.0,6.0
2024-01-09,24,3.0,6.0
2024-01-10,1,2.0,6.0
2024-01-10,2,3.32,5.0
2024-01-10,3,3.32,5.0
2024-01-10,4,3.0,4.0
2024-01-10,5,3.0,4.0
2024-01-10,6,3.0,4.0
2024-01-10,7,3.0,3.0
2024-01-10,8,3.0,3.0
2024-01-10,9,3.0,3.0
2024-01-10,10,3.0,3.0
2024-01-10,11,3.0,3.0
2024-01-10,12,3.0,4.0
2024-01-10,13,4.0,4.0
2024-01-10,14,4.0,4.0
2024-01-10,15,4.0,5.0
2024-01-10,16,4.0,5.0
2024-01-10,17,4.0,5.0
2024-01-10,18,4.0,4.0
2024-01-10,19,4.0,4.0
2024-01-10,20,4.0,4.0
2024-01-10,21,3.0,4.0
2024-01-10,22,3.0,4.0
2024-01-10,23,3.0,4.0
2024-01-10,24,3.0,4.0
2024-01-11,1,3.0,3.0
2024-01-11,2,3.0,3.0
2024-01-11,3,3.0,3.0
2024-01-11,4,3.0,3.0
2024-01-11,5,3.0,3.0
2024-01-11,6,3.0,3.0
2024-01-11,7,3.0,3.0
2024-01-11,8,3.0,3.0
2024-01-11,9,3.0,3.0
2024-01-11,10,3.0,4.0
2024-01-11,11,3.0,4.0
2024-01-11,12,4.0,4.0
2024-01-11,13,4.0,5.0
2024-01-11,14,5.0,5.0
2024-01-11,15,5.0,5.0
2024-01-11,16,6.0,6.0
2024-01-11,17,6.0,6.0
2024-01-11,18,6.0,6.0
2024-01-11,19,6.0,6.0
2024-01-11,20,5.0,6.0
2024-01-11,21,5.0,5.0
2024-01-11,22,4.0,5.0
2024-01-11,23,5.0,5.0
2024-01-11,24,5.0,5.0
2024-01-12,1,5.0,5.0
2024-01-12,2,4.0,5.0
2024-01-12,3,4.0,5.0
2024-01-12,4,4.0,5.0
2024-01-12,5,4.0,5.0
2024-01-12,6,4.0,5.0
2024-01-12,7,3.0,5.0
2024-01-12,8,3.0,5.0
2024-01-12,9,4.0,5.0
2024-01-12,10,4.0,5.0
2024-01-12,11,5.0,5.0
2024-01-12,12,5.0,6.0
2024-01-12,13,6.0,6.0
2024-01-12,14,6.0,6.0
2024-01-12,15,6.0,6.0
2024-01-12,16,7.0,6.0
2024-01-12,17,7.0,6.0
2024-01-12,18,7.0,6.0
2024-01-12,19,7.0,6.0
2024-01-12,20,7.0,7.0
2024-01-12,21,6.0,7.0
2024-01-12,22,5.0,6.0
2024-01-12,23,4.0,6.0
2024-01-12,24,4.0,6.0
2024-01-13,1,4.0,6.0
2024-01-13,2,3.0,6.0
2024-01-13,3,3.0,6.0
2024-01-13,4,3.0,6.0
2024-01-13,5,3.0,6.0
2024-01-13,6,3.0,5.0
2024-01-13,7,3.0,5.0
2024-01-13,8,3.0,5.0
2024-01-13,9,3.0,5.0
2024-01-13,10,3.0,5.0
2024-01-13,11,4.0,5.0
2024-01-13,12,5.0,5.0
2024-01-13,13,5.0,5.0
2024-01-13,14,6.0,6.0
2024-01-13,15,6.0,6.0
2024-01-13,16,6.0,5.0
2024-01-13,17,6.0,5.0
2024-01-13,18,6.0,6.0
2024-01-13,19,7.0,6.0
2024-01-13,20,6.0,6.0
2024-01-13,21,6.0,5.0
2024-01-13,22,5.0,5.0
2024-01-13,23,4.0,5.0
2024-01-13,24,4.0,4.0
2024-01-14,1,4.0,4.0
2024-01-14,2,4.0,4.0
2024-01-14,3,4.0,4.0
2024-01-14,4,4.0,4.0
2024-01-14,5,4.0,4.0
2024-01-14,6,4.0,4.0
2024-01-14,7,4.0,4.0
2024-01-14,8,3.0,4.0
2024-01-14,9,3.0,4.0
2024-01-14,10,3.0,4.0
2024-01-14,11,3.0,4.0
2024-01-14,12,4.0,4.0
2024-01-14,13,4.0,4.0
2024-01-14,14,4.0,4.0
2024-01-14,15,4.0,4.0
2024-01-14,16,5.0,4.0
2024-01-14,17,5.0,4.0
2024-01-14,18,5.0,4.0
2024-01-14,19,5.0,4.0
2024-01-14,20,4.0,4.0
2024-01-14,21,4.0,4.0
2024-01-14,22,3.0,4.0
2024-01-14,23,3.0,4.0
2024-01-14,24,3.0,4.0
2024-01-15,1,3.0,4.0
2024-01-15,2,3.0,4.0
2024-01-15,3,2.0,4.0
2024-01-15,4,2.0,4.0
2024-01-15,5,2.0,4.0
2024-01-15,6,2.0,3.0
2024-01-15,7,2.0,4.0
2024-01-15,8,2.0,4.0
2024-01-15,9,2.0,4.0
2024-01-15,10,2.0,4.0
2024-01-15,11,3.0,4.0
2024-01-15,12,4.0,4.0
2024-01-15,13,5.0,5.0
2024-01-15,14,5.0,5.0
2024-01-15,15,6.0,6.0
2024-01-15,16,6.0,6.0
2024-01-15,17,6.0,6.0
2024-01-15,18,6.0,6.0
2024-01-15,19,5.0,5.0
2024-01-15,20,5.0,5.0
2024-01-15,21,5.0,5.0
2024-01-15,22,5.0,5.0
2024-01-15,23,5.0,5.0
2024-01-15,24,5.0,5.0
2024-01-16,1,5.0,4.0
2024-01-16,2,4.0,4.0
2024-01-16,3,4.0,4.0
2024-01-16,4,4.0,4.0
2024-01-16,5,4.0,4.0
2024-01-16,6,4.0,4.0
2024-01-16,7,4.0,4.0
2024-01-16,8,4.0,4.0
2024-01-16,9,4.0,4.0
2024-01-16,10,4.0,4.0
2024-01-16,11,4.0,4.0
2024-01-16,12,4.0,4.0
2024-01-16,13,5.0,4.0
2024-01-16,14,5.0,5.0
2024-01-16,15,5.0,5.0
2024-01-16,16,5.0,5.0
2024-01-16,17,6.0,5.0
2024-01-16,18,6.0,5.0
2024-01-16,19,6.0,5.0
2024-01-16,20,6.0,5.0
2024-01-16,21,6.0,5.0
2024-01-16,22,5.0,5.0
2024-01-16,23,5.0,5.0
2024-01-16,24,5.0,5.0
2024-01-17,1,5.0,4.0
2024-01-17,2,5.0,4.0
2024-01-17,3,5.0,4.0
2024-01-17,4,4.0,4.0
2024-01-17,5,4.0,4.0
2024-01-17,6,4.0,4.0
2024-01-17,7,4.0,4.0
2024-01-17,8,4.0,4.0
2024-01-17,9,4.0,4.0
2024-01-17,10,4.0,4.0
2024-01-17,11,4.0,4.0
2024-01-17,12,4.0,4.0
2024-01-17,13,4.0,4.0
2024-01-17,14,4.0,4.0
2024-01-17,15,5.0,4.0
2024-01-17,16,5.0,5.0
2024-01-17,17,5.0,5.0
2024-01-17,18,5.0,5.0
2024-01-17,19,4.0,5.0
2024-01-17,20,4.0,5.0
2024-01-17,21,3.0,5.0
2024-01-17,22,4.0,5.0
2024-01-17,23,3.0,4.0
2024-01-17,24,3.0,4.0
2024-01-18,1,3.0,4.0
2024-01-18,2,3.0,4.0
2024-01-18,3,3.0,4.0
2024-01-18,4,3.0,4.0
2024-01-18,5,2.0,4.0
2024-01-18,6,2.0,4.0
2024-01-18,7,2.0,4.0
2024-01-18,8,2.0,4.0
2024-01-18,9,2.0,4.0
2024-01-18,10,2.0,4.0
2024-01-18,11,2.36,4.0
2024-01-18,12,2.36,4.0
2024-01-18,13,2.36,4.0
2024-01-18,14,2.36,4.0
2024-01-18,15,2.36,4.0
2024-01-18,16,2.36,4.0
2024-01-18,17,2.36,4.0
2024-01-18,18,2.36,4.0
2024-01-18,19,2.36,4.0
2024-01-18,20,2.36,4.0
2024-01-18,21,3.0,4.0
2024-01-18,22,2.0,4.0
2024-01-18,23,2.0,4.0
2024-01-18,24,2.0,4.0
2024-01-19,1,2.0,4.0
2024-01-19,2,2.0,3.0
2024-01-19,3,2.0,3.0
2024-01-19,4,2.0,3.0
2024-01-19,5,2.0,4.0
2024-01-19,6,2.0,4.0
2024-01-19,7,2.0,4.0
2024-01-19,8,2.0,4.0
2024-01-19,9,2.0,4.0
2024-01-19,10,2.0,4.0
2024-01-19,11,3.0,5.0
2024-01-19,12,4.0,5.0
2024-01-19,13,5.0,5.0
2024-01-19,14,5.0,5.0
2024-01-19,15,5.0,5.0
2024-01-19,16,5.0,5.0
2024-01-19,17,5.0,5.0
2024-01-19,18,5.0,4.0
2024-01-19,19,4.0,4.0
2024-01-19,20,4.0,4.0
2024-01-19,21,3.0,4.0
2024-01-19,22,3.0,4.0
2024-01-19,23,2.0,4.0
2024-01-19,24,2.0,4.0
2024-01-20,1,2.0,4.0
2024-01-20,2,3.0,3.0
2024-01-20,3,3.0,3.0
2024-01-20,4,3.0,3.0
2024-01-20,5,2.0,3.0
2024-01-20,6,2.0,3.0
2024-01-20,7,2.0,3.0
2024-01-20,8,2.0,3.0
2024-01-20,9,2.0,3.0
2024-01-20,10,2.0,4.0
2024-01-20,11,3.0,4.0
2024-01-20,12,3.0,4.0
2024-01-20,13,4.0,4.0
2024-01-20,14,5.0,5.0
2024-01-20,15,6.0,5.0
2024-01-20,16,6.0,6.0
2024-01-20,17,6.0,7.0
2024-01-20,18,5.0,8.0
2024-01-20,19,5.0,8.0
2024-01-20,20,5.0,7.0
2024-01-20,21,4.0,6.0
2024-01-20,22,4.0,5.0
2024-01-20,23,3.0,4.0
2024-01-20,24,3.0,4.0
2024-01-21,1,3.0,4.0
2024-01-21,2,2.0,4.0
2024-01-21,3,2.0,3.0
2024-01-21,4,2.0,3.0
2024-01-21,5,2.0,3.0
2024-01-21,6,2.0,3.0
2024-01-21,7,2.0,2.0
2024-01-21,8,2.0,2.0
2024-01-21,9,2.0,2.0
2024-01-21,10,2.0,2.0
2024-01-21,11,2.0,3.0
2024-01-21,12,2.0,3.0
2024-01-21,13,3.0,3.0
2024-01-21,14,3.0,3.0
2024-01-21,15,3.0,4.0
2024-01-21,16,4.0,4.0
2024-01-21,17,4.0,4.0
2024-01-21,18,4.0,5.0
2024-01-21,19,4.0,5.0
2024-01-21,20,4.0,5.0
2024-01-21,21,4.0,4.0
2024-01-21,22,4.0,4.0
2024-01-21,23,4.0,4.0
2024-01-21,24,4.0,4.0
2024-01-22,1,3.0,4.0
2024-01-22,2,3.0,4.0
2024-01-22,3,3.0,3.0
2024-01-22,4,3.0,3.0
2024-01-22,5,2.0,3.0
2024-01-22,6,2.0,3.0
2024-01-22,7,2.0,3.0
2024-01-22,8,2.0,3.0
2024-01-22,9,2.0,3.0
2024-01-22,10,2.0,3.0
2024-01-22,11,2.0,3.0
2024-01-22,12,2.0,3.0
2024-01-22,13,2.0,3.0
2024-01-22,14,2.0,4.0
2024-01-22,15,2.0,4.0
2024-01-22,16,2.0,4.0
2024-01-22,17,2.0,4.0
2024-01-22,18,2.0,3.0
2024-01-22,19,2.0,3.0
2024-01-22,20,2.0,3.0
2024-01-22,21,2.0,3.0
2024-01-22,22,2.0,3.0
2024-01-22,23,2.0,3.0
2024-01-22,24,2.0,2.0
2024-01-23,1,2.0,2.0
2024-01-23,2,2.0,3.0
2024-01-23,3,2.0,2.0
2024-01-23,4,2.0,2.0
2024-01-23,5,2.0,2.0
2024-01-23,6,2.0,2.0
2024-01-23,7,2.0,2.0
2024-01-23,8,2.0,2.0
2024-01-23,9,2.0,2.0
2024-01-23,10,2.0,2.0
2024-01-23,11,2.0,3.0
2024-01-23,12,2.0,3.0
2024-01-23,13,2.0,3.0
2024-01-23,14,2.0,3.0
2024-01-23,15,3.0,3.0
2024-01-23,16,3.0,4.0
2024-01-23,17,3.0,4.0
2024-01-23,18,3.0,4.0
2024-01-23,19,3.0,4.0
2024-01-23,20,3.0,4.0
2024-01-23,21,3.0,3.0
2024-01-23,22,3.0,3.0
2024-01-23,23,3.0,3.0
2024-01-23,24,3.0,3.0
2024-01-24,1,3.0,3.0
2024-01-24,2,3.0,3.0
2024-01-24,3,3.0,3.0
2024-01-24,4,3.0,3.0
2024-01-24,5,3.0,3.0
2024-01-24,6,3.0,3.0
2024-01-24,7,3.0,3.0
2024-01-24,8,3.0,3.0
2024-01-24,9,3.0,3.0
2024-01-24,10,3.0,3.0
2024-01-24,11,3.0,3.0
2024-01-24,12,3.0,3.0
2024-01-24,13,3.0,3.0
2024-01-24,14,3.0,3.0
2024-01-24,15,3.0,4.0
2024-01-24,16,3.0,4.0
2024-01-24,17,3.0,4.0
2024-01-24,18,3.0,4.0
2024-01-24,19,3.0,4.0
2024-01-24,20,3.0,4.0
2024-01-24,21,3.0,4.0
2024-01-24,22,3.0,4.0
2024-01-24,23,3.0,4.0
2024-01-24,24,3.0,3.0
2024-01-25,1,3.0,3.0
2024-01-25,2,3.0,3.0
2024-01-25,3,3.0,3.0
2024-01-25,4,3.0,3.0
2024-01-25,5,3.0,3.0
2024-01-25,6,3.0,3.0
2024-01-25,7,3.0,3.0
2024-01-25,8,3.0,3.0
2024-01-25,9,3.0,3.0
2024-01-25,10,3.0,3.0
2024-01-25,11,3.0,4.0
2024-01-25,12,3.0,4.0
2024-01-25,13,3.0,4.0
2024-01-25,14,3.0,4.0
2024-01-25,15,4.0,4.0
2024-01-25,16,4.0,4.0
2024-01-25,17,4.0,5.0
2024-01-25,18,4.0,5.0
2024-01-25,19,4.0,6.0
2024-01-25,20,4.0,6.0
2024-01-25,21,3.0,5.0
2024-01-25,22,3.0,5.0
2024-01-25,23,3.0,4.0
2024-01-25,24,3.0,4.0
2024-01-26,1,3.0,4.0
2024-01-26,2,3.0,3.0
2024-01-26,3,3.0,3.0
2024-01-26,4,3.0,3.0
2024-01-26,5,3.0,3.0
2024-01-26,6,3.0,3.0
2024-01-26,7,3.0,3.0
2024-01-26,8,3.0,3.0
2024-01-26,9,3.0,3.0
2024-01-26,10,3.0,3.0
2024-01-26,11,3.0,4.0
2024-01-26,12,3.0,4.0
2024-01-26,13,3.0,4.0
2024-01-26,14,3.0,4.0
2024-01-26,15,3.0,4.0
2024-01-26,16,4.0,5.0
2024-01-26,17,4.0,5.0
2024-01-26,18,4.0,5.0
2024-01-26,19,4.0,5.0
2024-01-26,20,4.0,5.0
2024-01-26,21,3.0,5.0
2024-01-26,22,3.0,4.0
2024-01-26,23,3.0,4.0
2024-01-26,24,3.0,4.0
2024-01-27,1,3.0,4.0
2024-01-27,2,3.0,4.0
2024-01-27,3,3.0,3.0
2024-01-27,4,3.0,3.0
2024-01-27,5,3.0,4.0
2024-01-27,6,3.0,3.0
2024-01-27,7,3.0,4.0
2024-01-27,8,3.0,3.0
2024-01-27,9,3.0,4.0
2024-01-27,10,3.0,4.0
2024-01-27,11,3.0,4.0
2024-01-27,12,3.0,4.0
2024-01-27,13,3.0,4.0
2024-01-27,14,3.0,4.0
2024-01-27,15,3.0,5.0
2024-01-27,16,3.0,5.0
2024-01-27,17,3.0,5.0
2024-01-27,18,3.0,5.0
2024-01-27,19,3.0,5.0
2024-01-27,20,3.0,5.0
2024-01-27,21,3.0,5.0
2024-01-27,22,3.0,5.0
2024-01-27,23,3.0,4.0
2024-01-27,24,2.0,4.0
2024-01-28,1,2.0,3.0
2024-01-28,2,2.0,3.0
2024-01-28,3,2.0,3.0
2024-01-28,4,2.0,3.0
2024-01-28,5,2.0,2.0
2024-01-28,6,2.0,2.0
2024-01-28,7,2.0,2.0
2024-01-28,8,2.0,2.0
2024-01-28,9,2.0,3.0
2024-01-28,10,2.0,3.0
2024-01-28,11,2.0,3.0
2024-01-28,12,2.0,3.0
2024-01-28,13,2.0,3.0
2024-01-28,14,2.0,3.0
2024-01-28,15,2.0,3.0
2024-01-28,16,2.0,4.0
2024-01-28,17,3.0,4.0
2024-01-28,18,3.0,4.0
2024-01-28,19,3.0,4.0
2024-01-28,20,2.0,4.0
2024-01-28,21,2.0,4.0
2024-01-28,22,2.0,4.0
2024-01-28,23,2.0,3.0
2024-01-28,24,2.0,3.0
2024-01-29,1,2.0,3.0
2024-01-29,2,2.0,3.0
2024-01-29,3,2.0,2.0
2024-01-29,4,2.0,2.0
2024-01-29,5,2.0,2.0
2024-01-29,6,2.0,2.0
2024-01-29,7,2.0,2.0
2024-01-29,8,2.0,3.0
2024-01-29,9,2.0,3.0
2024-01-29,10,2.0,3.0
2024-01-29,11,2.0,3.0
2024-01-29,12,2.0,3.0
2024-01-29,13,2.0,3.0
2024-01-29,14,3.0,4.0
2024-01-29,15,3.0,4.0
2024-01-29,16,3.0,4.0
2024-01-29,17,3.0,4.0
2024-01-29,18,3.0,4.0
2024-01-29,19,3.0,4.0
2024-01-29,20,3.0,4.0
2024-01-29,21,2.0,4.0
2024-01-29,22,2.0,4.0
2024-01-29,23,2.0,4.0
2024-01-29,24,2.0,4.0
2024-01-30,1,2.0,4.0
2024-01-30,2,2.0,4.0
2024-01-30,3,2.0,4.0
2024-01-30,4,2.0,4.0
2024-01-30,5,3.0,4.0
2024-01-30,6,3.0,4.0
2024-01-30,7,3.0,4.0
2024-01-30,8,2.0,4.0
2024-01-30,9,2.0,4.0
2024-01-30,10,2.0,4.0
2024-01-30,11,3.0,4.0
2024-01-30,12,3.0,4.0
2024-01-30,13,3.0,4.0
2024-01-30,14,4.0,4.0
2024-01-30,15,4.0,4.0
2024-01-30,16,4.0,4.0
2024-01-30,17,4.0,4.0
2024-01-30,18,4.0,4.0
2024-01-30,19,4.0,4.0
2024-01-30,20,3.0,4.0
2024-01-30,21,3.0,4.0
2024-01-30,22,3.0,4.0
2024-01-30,23,3.0,4.0
2024-01-30,24,4.0,4.0
2024-01-31,1,4.0,4.0
2024-01-31,2,3.0,4.0
2024-01-31,3,3.0,4.0
2024-01-31,4,3.0,4.0
2024-01-31,5,3.0,3.0
2024-01-31,6,2.0,3.0
2024-01-31,7,2.0,4.0
2024-01-31,8,2.0,4.0
2024-01-31,9,3.0,4.0
2024-01-31,10,3.0,4.0
2024-01-31,11,3.0,4.0
2024-01-31,12,3.0,4.0
2024-01-31,13,3.0,4.0
2024-01-31,14,4.0,4.0
2024-01-31,15,4.0,4.0
2024-01-31,16,4.0,4.0
2024-01-31,17,4.0,4.0
2024-01-31,18,4.0,4.0
2024-01-31,19,4.0,4.0
2024-01-31,20,4.0,4.0
2024-01-31,21,4.0,4.0
2024-01-31,22,3.0,4.0
2024-01-31,23,3.0,4.0
2024-01-31,24,3.0,4.0
